id,url,ticker,indice_sector,periodo,fecha,titulo,regimen_mercado
33,https://www.cnbc.com/2020/03/10/coronavirus-analysts-cut-global-growth-forecasts-as-epidemic-spreads.html,^GSPC,S&P 500,caidas COVID-19,2020-03-10,Coronavirus: analysts cut global growth forecasts as epidemic spreads,bearish
34,https://www.ft.com/content/3bab76ac-64cd-11ea-a6cd-df28cc3c6a68?syn-25a6b1a6=1,^GSPC,S&P 500,caidas COVID-19,2020-03-13,US stocks surge 9% as global authorities ramp up virus response,bearish
35,https://cincodias.elpais.com/cincodias/2020/02/27/companias/1582807195_815101.html,^GSPC,S&P 500,caidas COVID-19,2020-02-27,"El virus dejará a cero el crecimiento del beneficio en el S&P 500 este año, según Goldman",bearish
36,https://cincodias.elpais.com/cincodias/2020/03/15/mercados/1584311841_535047.html,^GSPC,S&P 500,caidas COVID-19,2020-03-16,"Coronavirus La intervención de la Fed no evita otro batacazo histórico en Wall Street, que cae un 13%: La intervención de la Fed no evita otro batacazo histórico en Wall Street, que cae un 13%",bearish
37,https://www.elmundo.es/economia/actualidad-economica/2020/03/18/5e70a031fdddff5f1c8b45ec.html,^GSPC,S&P 500,caidas COVID-19,2020-03-18,El 'shock' de oferta que ha causado el coronavirus nos devuelve a los años 80,bearish
38,https://www.elconfidencial.com/mercados/2020-03-17/panico-mercados-bancos-centrales-gobiernos-coronavirus_2501695/,^GSPC,S&P 500,caidas COVID-19,2020-03-17,El hundimiento del mercado señala a los Gobiernos: los bancos centrales no bastan,bearish
39,https://cincodias.elpais.com/cincodias/2020/03/24/opinion/1585084670_364646.html,^GSPC,S&P 500,caidas COVID-19,2020-03-25,El 'shock' de la oferta y la demanda,bearish
40,https://www.cnbc.com/2022/03/09/stock-market-futures-open-to-close-news.html,^GSPC,S&P 500,caidas inflacion+Ucrania,2022-03-09,S&P 500 falls on Thursday as stocks resume their downward move from Russia-Ukraine war,bearish
41,https://www.cnbc.com/2022/06/13/sp-500-is-in-official-bear-market-according-to-sp-dow-jones-indices.html,^GSPC,S&P 500,caidas inflacion+Ucrania,2022-06-13,"S&P 500 is in official bear market, according to S&P Dow Jones Indices",bearish
42,https://www.cnbc.com/2022/06/09/stock-market-news-open-to-close.html,^GSPC,S&P 500,caidas inflacion+Ucrania,2022-06-09,"Dow dives 800 points, S&P 500 posts worst week since January after inflation hits 40-year high",bearish
43,https://www.cnbc.com/2022/03/16/-fed-has-aggressive-rate-hike-plan-but-it-could-burn-the-economy-fighting-inflation.html,^GSPC,S&P 500,caidas inflacion+Ucrania,2022-03-16,"Fed has aggressive rate hike plan, but it could burn the economy fighting inflation",bearish
44,https://www.cnbc.com/2022/04/21/from-food-to-inflation-the-russia-ukraine-war-has-a-global-impact.html,^GSPC,S&P 500,caidas inflacion+Ucrania,2022-04-21,"From food to inflation, the Russia-Ukraine war has a global impact",bearish
45,https://www.cnbc.com/2022/01/27/why-the-stock-market-hates-the-idea-of-rising-interest-rates.html,^GSPC,S&P 500,caidas inflacion+Ucrania,2022-01-27,Why the stock market hates the idea of rising interest rates,bearish
46,https://www.barrons.com/articles/the-fed-is-scrambling-to-tame-inflation-while-avoiding-a-recession-51645229935,^GSPC,S&P 500,caidas inflacion+Ucrania,2022-02-19,The Fed Doesn’t Have a Playbook to Tame Inflation While Avoiding a Recession,bearish
47,https://www.expansion.com/mercados/2022/06/13/62a70392468aebc3478b45b4.html,^GSPC,S&P 500,caidas inflacion+Ucrania,2022-06-13,"El Nasdaq se desploma un 4,7% y el S&P 500 entra en mercado bajista",bearish
48,https://www.elconfidencial.com/mercados/2022-06-13/batacazo-en-wall-street-mientras-el-s-p-500-entra-en-mercado-bajista_3441419/,^GSPC,S&P 500,caidas inflacion+Ucrania,2022-06-13,Batacazo en Wall Street mientras el S&P 500 entra en mercado bajista,bearish
49,https://www.elconfidencial.com/economia/2022-06-15/reserva-federal-mayor-subida-tipos-1994_3442947/,^GSPC,S&P 500,caidas inflacion+Ucrania,2022-06-15,"La Fed aprueba la mayor subida de tipos desde 1994 (0,75 puntos) para frenar la inflación",bearish
50,https://www.elconfidencial.com/mercados/2022-06-18/estanflacion-recesion-crecimiento-bolsas-bce-fed_3443973/,^GSPC,S&P 500,caidas inflacion+Ucrania,2022-06-18,¿Estanflación o recesión? El mercado asume menos crecimiento y duda del BCE y la Fed,bearish
51,https://www.lavanguardia.com/economia/20220611/8331962/miedo-fuertes-alzas-tipos-atajar-inflacion-hunde-bolsas.html,^GSPC,S&P 500,caidas inflacion+Ucrania,2022-06-10,El miedo a fuertes alzas de tipos para atajar la inflación hunde las bolsas,bearish
52,https://www.cnbc.com/2009/08/03/sp-closes-above-1000-amid-economic-hopes.html,^GSPC,S&P 500,subidas post-crisis global,2009-08-03,"S&P Closes Above 1,000 Amid Economic Hopes",bullish
53,https://www.cnbc.com/2009/03/18/stocks-rally-on-fed-plan-to-buy-us-debt.html,^GSPC,S&P 500,subidas post-crisis global,2009-03-18,Stocks Rally on Fed Plan to Buy U.S. Debt,bullish
54,https://www.cnbc.com/2009/05/08/after-the-financial-stress-tests-relief-but-still-some-uncertainty.html,^GSPC,S&P 500,subidas post-crisis global,2009-05-08,After the Financial Stress Tests: Relief But Still Some Uncertainty,bullish
55,https://www.cnbc.com/2009/03/23/dow-rallies-nearly-7-on-treasury-plan.html,^GSPC,S&P 500,subidas post-crisis global,2009-03-23,Dow Rallies Nearly 7% on Treasury Plan,bullish
56,https://www.cnbc.com/2009/03/23/for-stocks-treasury-plan-may-be-a-gamechanger.html,^GSPC,S&P 500,subidas post-crisis global,2009-03-23,"For Stocks, Treasury Plan 'May Be a Game-Changer'",bullish
57,https://www.cnbc.com/2009/03/19/biggest-gainers-from-sp-rally.html,^GSPC,S&P 500,subidas post-crisis global,2009-03-19,Biggest Gainers from S&P Rally,bullish
58,https://www.cnbc.com/2009/08/31/bank-bailout-turning-out-to-be-a-good-investment-for-the-us.html,^GSPC,S&P 500,subidas post-crisis global,2009-08-31,Bank Bailout Turning Out to Be A Good Investment for the US,bullish
59,https://www.cnbc.com/2009/03/17/stocks-barrel-higher-as-techs-rally.html,^GSPC,S&P 500,subidas post-crisis global,2009-03-17,Stocks Barrel Higher as Techs Rally,bullish
60,https://www.cnbc.com/2009/12/07/government-slashes-estimate-of-bailout-cost.html,^GSPC,S&P 500,subidas post-crisis global,2009-12-07,Government Slashes Estimate of Bailout Cost,bullish
61,https://www.cnbc.com/2009/12/09/bailout-watchdog-crisis-response-worked-somewhat.html,^GSPC,S&P 500,subidas post-crisis global,2009-12-09,"Bailout Watchdog: Crisis Response Worked, Somewhat",bullish
62,https://www.cnbc.com/2009/09/01/anatomy-of-a-crisis-key-data-points-then-and-now.html,^GSPC,S&P 500,subidas post-crisis global,2009-09-01,Anatomy Of A Crisis: Key Data Points Then And Now,bullish
63,https://www.cnbc.com/2009/11/12/aig-symbol-of-wall-st-crisis-sees-its-stock-zoom-back.html,^GSPC,S&P 500,subidas post-crisis global,2009-11-12,"AIG, Symbol of Wall St. Crisis, Sees Its Stock Zoom Back",bullish
64,https://www.cnbc.com/2010/03/11/us-household-wealth-rises-helped-by-stock-rebound.html,^GSPC,S&P 500,subidas post-crisis global,2010-03-11,"US Household Wealth Rises, Helped by Stock Rebound",bullish
65,https://www.cnbc.com/2009/09/12/lehman-had-to-die-so-global-finance-could-live.html,^GSPC,S&P 500,subidas post-crisis global,2009-09-12,Lehman Had to Die So Global Finance Could Live,bullish
66,https://www.cnbc.com/2009/08/06/despite-bailouts-business-as-usual-at-goldman.html,^GSPC,S&P 500,subidas post-crisis global,2009-08-06,"Despite Bailouts, Business as Usual at Goldman",bullish
67,https://www.cnbc.com/2009/11/24/8-stocks-that-could-gain-with-rising-gdp.html,^GSPC,S&P 500,subidas post-crisis global,2009-11-24,8 Stocks That Could Gain With Rising GDP,bullish
68,https://www.cnbc.com/id/33010116,^GSPC,S&P 500,subidas post-crisis global,2009-09-29,"The Financial Crisis: This Day—One Year Ago, Sept. 30, 2008",bullish
69,https://www.cnbc.com/2009/07/27/bernanke-had-to-hold-my-nose-over-bailouts.html,^GSPC,S&P 500,subidas post-crisis global,2009-07-27,Bernanke: Had to 'Hold My Nose' Over Bailouts,bullish
70,https://www.cnbc.com/2010/02/17/markets-likely-rebounding-to-recovery-highs-sps-stovall.html,^GSPC,S&P 500,subidas post-crisis global,2010-02-17,Markets Likely Rebounding to 'Recovery Highs': S&P's Stovall,bullish
71,https://www.cnbc.com/2010/04/29/dow-up-over-100-as-debt-fears-ease.html,^GSPC,S&P 500,subidas post-crisis global,2010-04-29,Dow Up Over 100 as Debt Fears Ease,bullish
72,https://cincodias.elpais.com/cincodias/2009/03/19/mercados/1237560432_850215.html,^GSPC,S&P 500,subidas post-crisis global,2009-03-18,"La Fed inyecta 1,15 billones en la economía con compras de deuda",bullish
73,https://www.expansion.com/2009/03/19/financialtimes/1237465972.html,^GSPC,S&P 500,subidas post-crisis global,2009-03-19,El efecto sorpresa de la Fed ha sido un éxito - Expansión.com,bullish
74,http://www.elmundo.es/mundodinero/2009/03/23/economia/1237840314.html,^GSPC,S&P 500,subidas post-crisis global,2009-03-23,Wall Street cierra con la mayor subida del año gracias al impulso del plan de Obama para la banca,bullish
75,https://www.expansion.com/2009/03/23/inversion/1237826499.html,^GSPC,S&P 500,subidas post-crisis global,2009-03-23,El 'plan Geithner' da alas a la banca y deja al Ibex a las puertas de los 8.000 puntos - Expansión.com,bullish
76,https://cincodias.elpais.com/cincodias/2009/08/20/mercados/1250983606_850215.html,^GSPC,S&P 500,subidas post-crisis global,2009-08-20,El S&P 500 recupera los 1.000 puntos de la mano de la Bolsa china,bullish
77,https://www.cnbc.com/2020/08/15/the-2020-comeback-to-record-highs-resembles-storied-market-revivals-of-the-past.html,^GSPC,S&P 500,subidas estimulos COVID-19,2020-08-15,The 2020 comeback to record highs resembles storied market revivals of the past,bullish
78,https://www.cnbc.com/2020/08/29/market-posts-one-of-the-strongest-july-august-rallies-in-history-as-hazard-after-hazard-melts-away.html,^GSPC,S&P 500,subidas estimulos COVID-19,2020-08-29,Market posts one of the strongest July-August rallies in history as hazard after hazard melts away,bullish
79,https://www.cnbc.com/2020/08/18/stock-market-today-live.html,^GSPC,S&P 500,subidas estimulos COVID-19,2020-08-18,"Stock market live Tuesday: S&P 500 record close, up 54% from low, bull market confirmed",bullish
80,https://www.cnbc.com/2020/04/11/the-sp-500-has-rebounded-25percent-in-less-than-three-weeks-heres-whats-going-on.html,^GSPC,S&P 500,subidas estimulos COVID-19,2020-04-11,The S&P 500 has rebounded 25% in less than three weeks. Here's what's going on:,bullish
81,https://www.cnbc.com/2020/06/13/top-investors-cite-historic-policy-after-markets-return.html,^GSPC,S&P 500,subidas estimulos COVID-19,2020-06-13,Top investors cite historic policy after market's return,bullish
82,https://www.cnbc.com/2020/07/10/big-tech-went-from-growth-stocks-to-wall-streets-treasury-bond-substitute-during-the-coronavirus.html,^GSPC,S&P 500,subidas estimulos COVID-19,2020-07-10,Big Tech went from growth stocks to Wall Street's Treasury bond substitute during the coronavirus,bullish
83,https://www.cnbc.com/2020/08/28/sp-500-heads-for-best-august-since-1986-as-stunning-summer-rally-continues.html,^GSPC,S&P 500,subidas estimulos COVID-19,2020-08-28,S&P 500's stunning summer rally points to best August since 1986,bullish
84,https://finance.yahoo.com/news/stock-markets-rally-fueled-by-microsoft-apple-amazon-alphabet-facebook-171702690.html,^GSPC,S&P 500,subidas estimulos COVID-19,2020-04-17,The stock market’s rally is being fueled by these massive stocks,bullish
85,https://www.cnbc.com/2020/05/22/central-banks-are-creating-fake-markets-bank-of-america-strategists-say.html,^GSPC,S&P 500,subidas estimulos COVID-19,2020-05-22,"Central banks are creating 'fake markets,' Bank of America strategists say",bullish
86,https://finance.yahoo.com/news/stock-market-news-live-june-30-2020-221903237.html,^GSPC,S&P 500,subidas estimulos COVID-19,2020-06-30,Stock market news live updates: S&P 500 posts quarterly advance of 20% for index's best Q2 since inception in 1957,bullish
87,https://www.cnbc.com/2020/04/09/fed-fires-an-even-bigger-bazooka-expands-its-shopping-list-to-include-junk-bonds.html,^GSPC,S&P 500,subidas estimulos COVID-19,2020-04-09,"Fed fires an even bigger bazooka, expands its shopping list to include junk bonds",bullish
88,https://www.cnbc.com/2020/08/01/investors-got-it-right-piling-into-big-tech-but-might-need-new-catalysts-to-power-stocks-in-august.html,^GSPC,S&P 500,subidas estimulos COVID-19,2020-08-01,"Investors got it right piling into Big Tech, but might need new catalysts to power stocks in August",bullish
89,https://www.cnbc.com/2020/04/09/federal-reserve-makes-an-unprecedented-move-stocks-rally.html,^GSPC,S&P 500,subidas estimulos COVID-19,2020-04-09,"Federal Reserve makes an unprecedented move, stocks rally",bullish
90,https://www.cnbc.com/2020/06/19/the-stock-market-may-be-pricey-but-its-nothing-like-the-genuine-market-bubbles-of-the-past.html,^GSPC,S&P 500,subidas estimulos COVID-19,2020-06-20,"The stock market may be pricey, but it's nothing like the genuine market bubbles of the past",bullish
91,https://www.cnbc.com/2020/04/26/qe4ever-to-drive-stocks-to-new-records-post-coronavirus-ed-yardeni.html,^GSPC,S&P 500,subidas estimulos COVID-19,2020-04-26,'QE4ever' to drive stocks to new records post-coronavirus: Ed Yardeni,bullish
92,https://finance.yahoo.com/news/wall-street-futures-rise-home-105501033.html,^GSPC,S&P 500,subidas estimulos COVID-19,2020-08-18,The pandemic bull market: S&P 500 closes at record high,bullish
93,https://www.cnbc.com/2020/06/10/stock-market-today-live.html,^GSPC,S&P 500,subidas estimulos COVID-19,2020-06-10,"Stock market live Wednesday: Fed says no hike soon, Dow falls, Nasdaq 10,000",bullish
94,https://www.cnbc.com/2020/04/20/after-a-crazy-12-months-the-sp-500-is-about-back-to-where-it-started.html,^GSPC,S&P 500,subidas estimulos COVID-19,2020-04-20,"After a crazy 12 months, the S&P 500 is about back to where it started",bullish
95,https://www.cnbc.com/2020/06/03/stock-market-futures-open-to-close-news.html,^GSPC,S&P 500,subidas estimulos COVID-19,2020-06-03,"Stock market today: S&P 500 snaps 4-day winning streak, Nasdaq-100 touches record before retreating",bullish
96,https://www.cnbc.com/2020/05/18/the-sp-500-is-up-3percent-over-the-past-12-months-as-the-markets-resilience-continues-to-mystify-many.html,^GSPC,S&P 500,subidas estimulos COVID-19,2020-05-18,The S&P 500 is up 3% over the past 12 months as the market's resilience continues to mystify many,bullish
97,https://www.elconfidencial.com/mercados/the-wall-street-journal/2020-08-20/motvos-justificados-excepcionalidad-estadounidense-stocks_2719527/,^GSPC,S&P 500,subidas estimulos COVID-19,2020-08-20,"El máximo histórico de la bolsa de EEUU no es casualidad: de hecho, es por el apoyo público",bullish
98,https://www.elconfidencial.com/mercados/2020-06-08/wall-street-ano-coronavirus-s-p-500-positivo_2629811/,^GSPC,S&P 500,subidas estimulos COVID-19,2020-06-08,El S&P 500 entra en positivo en el año tras un 'rally' del 30% desde los mínimos del covid,bullish
99,https://cincodias.elpais.com/cincodias/2020/05/15/mercados/1589557344_972250.html,^GSPC,S&P 500,subidas estimulos COVID-19,2020-05-16,La Bolsa intenta ir por delante de la pandemia,bullish
100,https://www.expansion.com/mercados/2020/08/19/5f3c55b0e5fdea8c1b8b4599.html,^GSPC,S&P 500,subidas estimulos COVID-19,2020-08-18,El S&P 500 logra su primer r�cord desde febrero,bullish
101,https://www.expansion.com/mercados/2020/08/29/5f4a1708468aebe11e8b45e2.html,^GSPC,S&P 500,subidas estimulos COVID-19,2020-08-29,Wall Street va camino de firmar su mejor agosto desde 1986,bullish
102,https://www.cnbc.com/2023/06/12/stock-market-today-live-updates.html,^GSPC,S&P 500,subidas desinflacion + boom IA,2023-06-12,Stock market today: Live updates,bullish
103,https://www.cnbc.com/2023/05/26/tech-stocks-are-back-driven-by-ai-craze-slowing-rate-hikes.html,^GSPC,S&P 500,subidas desinflacion + boom IA,2023-05-26,"Tech stocks are back, driven by A.I. craze, slowing rate hikes",bullish
104,https://finance.yahoo.com/news/inflation-report-points-to-fed-pause-at-june-meeting-economists-say-the-fed-is-getting-what-it-wants-171059338.html,^GSPC,S&P 500,subidas desinflacion + boom IA,2023-06-13,"Inflation report points to Fed pause at June meeting, economists say",bullish
105,https://finance.yahoo.com/news/us-stocks-us-stocks-end-202541632.html,^GSPC,S&P 500,subidas desinflacion + boom IA,2023-06-13,US STOCKS-US stocks end higher as inflation data cements bets on rate hike pause,bullish
106,https://www.cnbc.com/2023/06/15/stock-markets-the-fed-paused-rates-and-the-rally-in-markets.html,^GSPC,S&P 500,subidas desinflacion + boom IA,2023-06-15,Stock Markets: The Fed paused rates — and the rally in markets,bullish
107,https://www.investing.com/analysis/macro-factors-indicate-us-stock-market-has-more-room-to-rally-200638791,^GSPC,S&P 500,subidas desinflacion + boom IA,2023-06-07,Macro Factors Indicate U.S. Stock Market Has More Room to Rally,bullish
108,https://finance.yahoo.com/news/goldman-sachs-lifts-sp-500-price-target-to-4500-as-index-enters-bull-market-134435728.html,^GSPC,S&P 500,subidas desinflacion + boom IA,2023-06-12,"Stock market: Goldman Sachs lifts S&P 500 price target to 4,500",bullish
109,https://www.cnbc.com/2023/06/08/stock-market-today-live-updates.html,^GSPC,S&P 500,subidas desinflacion + boom IA,2023-06-08,Stock market today: Live updates,bullish
110,https://www.cnbc.com/video/2023/06/09/can-nvidia-and-the-ai-boom-save-the-us-stock-market-and-economy.html,^GSPC,S&P 500,subidas desinflacion + boom IA,2023-06-09,Can Nvidia and the A.I. boom save the U.S. stock market and economy?,bullish
111,https://www.cnbc.com/2023/06/07/stock-market-today-live-updates.html,^GSPC,S&P 500,subidas desinflacion + boom IA,2023-06-07,Stock market today: Live updates,bullish
112,https://www.marketwatch.com/story/summer-doldrums-in-stocks-put-to-the-test-as-doubts-linger-on-more-fed-rate-hikes-cfaa4dc0,^GSPC,S&P 500,subidas desinflacion + boom IA,2023-06-18,‘Summer doldrums’ in stocks put to the test as doubts linger on more Fed rate hikes,bullish
113,https://www.cnbc.com/2023/06/29/stock-market-today-live-updates.html,^GSPC,S&P 500,subidas desinflacion + boom IA,2023-06-29,Stock market today: Live updates,bullish
114,https://www.elconfidencial.com/mercados/telon-de-fondo/2023-06-14/el-sp-500-ha-subido-y-casi-nadie_3664947/,^GSPC,S&P 500,subidas desinflacion + boom IA,2023-06-14,El SP 500 ha subido y (casi) nadie sabe cómo ha sido,bullish
115,https://www.elconfidencial.com/mercados/the-wall-street-journal/2023-06-24/el-auge-de-las-acciones-tecnologicas-enfrenta-a-la-ia_3668580/,^GSPC,S&P 500,subidas desinflacion + boom IA,2023-06-24,El auge de la inteligencia artificial reaviva el 'boom' bursátil de las grandes tecnológicas,bullish
116,https://www.elconfidencial.com/mercados/the-wall-street-journal/2023-06-14/los-alcistas-de-la-bolsa-ven-espacio-para-maniobrar_3664516/,^GSPC,S&P 500,subidas desinflacion + boom IA,2023-06-14,"Los alcistas toman las riendas del mercado: ""Hay miedo a perderse las subidas""",bullish
117,https://www.elconfidencial.com/mercados/the-wall-street-journal/2023-06-12/no-temer-mercado-alcista-por-que-suben-acciones_3662766/,^GSPC,S&P 500,subidas desinflacion + boom IA,2023-06-12,Olvídate de los pesimistas: las bolsas tienen razones para seguir subiendo,bullish
118,https://cincodias.elpais.com/mercados-financieros/2023-06-20/las-grandes-tecnologicas-suben-un-74-y-recuperan-todo-lo-perdido-en-2022.html,^GSPC,S&P 500,subidas desinflacion + boom IA,2023-06-20,Las grandes tecnológicas suben un 74% y recuperan todo lo perdido en 2022,bullish
119,https://www.cnbc.com/2011/08/10/stocks-drop-4-dow-skids-500-led-by-banks.html,^GSPC,S&P 500,lateral deuda europea,2011-08-10,"Stocks Drop 4%, Dow Skids 500, Led by Banks",sideways
120,https://www.cnbc.com/2011/08/08/dow-skids-600-worst-day-since-credit-crisis.html,^GSPC,S&P 500,lateral deuda europea,2011-08-08,"Dow Skids 600, Worst Day Since Credit Crisis",sideways
121,https://www.cnbc.com/2011/08/15/volatility-sparks-biggest-fund-exodus-since-2002.html,^GSPC,S&P 500,lateral deuda europea,2011-08-15,Volatility Sparks Biggest Fund Exodus Since 2002,sideways
122,https://www.cnbc.com/2011/08/04/investors-dash-for-cash-amid-global-market-turmoil.html,^GSPC,S&P 500,lateral deuda europea,2011-08-05,Investors Dash for Cash Amid Global Market Turmoil,sideways
123,https://www.cnbc.com/2011/08/05/euro-zone-crisis-resembles-us-turmoil-in-2008.html,^GSPC,S&P 500,lateral deuda europea,2011-08-05,Euro Zone Crisis Resembles US Turmoil in 2008,sideways
