id,url,ticker,indice_sector,periodo,fecha,regimen_mercado,return_1d,return_5d,return_20d,market_reaction_1d,market_reaction_5d,market_reaction_20d,price_t0,price_t1,price_t5,price_t20,enrich_status
10,https://cincodias.elpais.com/cincodias/2008/12/27/mercados/1230343305_850215.html,^GSPC,S&P 500,caidas crisis financiera,2008-12-26,bearish,-0.3873,6.2615,-3.1038,neutral,bullish,bearish,872.8,869.42,927.45,845.71,ok
11,https://cincodias.elpais.com/cincodias/2008/09/16/empresas/1221572402_850215.html,^GSPC,S&P 500,caidas crisis financiera,2008-09-15,bearish,1.7523,1.2065,-15.8757,neutral,neutral,bearish,1192.7,1213.6,1207.09,1003.35,ok
12,https://cincodias.elpais.com/cincodias/2008/09/27/mercados/1222477309_850215.html,^GSPC,S&P 500,caidas crisis financiera,2008-09-26,bearish,-8.8068,-9.3994,-27.735,bearish,bearish,bearish,1213.27,1106.42,1099.23,876.77,ok
13,https://cincodias.elpais.com/cincodias/2008/10/04/mercados/1223082100_850215.html,^GSPC,S&P 500,caidas crisis financiera,2008-10-03,bearish,-3.8518,-18.1955,-11.8701,bearish,bearish,bearish,1099.23,1056.89,899.22,968.75,ok
14,https://cincodias.elpais.com/cincodias/2008/09/09/economia/1221072949_850215.html,^GSPC,S&P 500,caidas crisis financiera,2008-09-08,bearish,-3.4138,-5.9229,-16.6352,bearish,bearish,bearish,1267.79,1224.51,1192.7,1056.89,ok
15,https://www.cnbc.com/2020/03/12/fed-to-pump-more-than-500-billion-into-short-term-bank-funding-expand-types-of-security-purchases.html,^GSPC,S&P 500,caidas COVID-19,2020-03-12,bearish,9.2871,-2.8722,12.4637,bullish,bearish,bullish,2480.6399,2711.02,2409.3899,2789.8201,ok
16,https://www.cnbc.com/2020/03/23/this-was-the-fastest-30percent-stock-market-decline-ever.html,^GSPC,S&P 500,caidas COVID-19,2020-03-23,bearish,9.3828,17.3974,22.3098,bullish,bullish,bullish,2237.3999,2447.3301,2626.6499,2736.5601,ok
17,https://www.cnbc.com/2020/03/12/markets-are-desperate-for-government-action-as-they-plunge-deeper-into-bear-territory.html,^GSPC,S&P 500,caidas COVID-19,2020-03-12,bearish,9.2871,-2.8722,12.4637,bullish,bearish,bullish,2480.6399,2711.02,2409.3899,2789.8201,ok
18,https://finance.yahoo.com/news/global-markets-fed-support-fails-140015425.html,^GSPC,S&P 500,caidas COVID-19,2020-03-23,bearish,9.3828,17.3974,22.3098,bullish,bullish,bullish,2237.3999,2447.3301,2626.6499,2736.5601,ok
19,https://www.cnbc.com/2020/03/08/dow-futures-drop-700-points-as-all-out-oil-price-war-adds-to-coronavirus-stress.html,^GSPC,S&P 500,caidas COVID-19,2020-03-08,bearish,4.9396,-13.123,-3.0176,bullish,bearish,bearish,2746.5601,2882.23,2386.1299,2663.6799,ok
20,https://www.cnbc.com/2020/03/19/fed-to-shore-up-prime-money-market-funds-amid-wall-street-rout.html,^GSPC,S&P 500,caidas COVID-19,2020-03-19,bearish,-4.336,9.1592,19.3066,bearish,bullish,bullish,2409.3899,2304.9199,2630.0701,2874.5601,ok
21,https://www.cnbc.com/2020/03/15/traders-await-futures-open-after-fed-cuts-rates-launches-easing-program.html,^GSPC,S&P 500,caidas COVID-19,2020-03-15,bearish,5.9955,-6.2331,19.2752,bullish,bearish,bullish,2386.1299,2529.1899,2237.3999,2846.0601,ok
22,https://www.cnbc.com/2020/03/19/stock-market-futures-open-to-close-news.html,^GSPC,S&P 500,caidas COVID-19,2020-03-19,bearish,-4.336,9.1592,19.3066,bearish,bullish,bullish,2409.3899,2304.9199,2630.0701,2874.5601,ok
23,https://www.cnbc.com/2020/03/16/stock-market-today-live.html,^GSPC,S&P 500,caidas COVID-19,2020-03-16,bearish,5.9955,-6.2331,19.2752,bullish,bearish,bullish,2386.1299,2529.1899,2237.3999,2846.0601,ok
24,https://www.ft.com/content/c789f080-6203-11ea-a6cd-df28cc3c6a68?syn-25a6b1a6=1,^GSPC,S&P 500,caidas COVID-19,2020-03-09,bearish,4.9396,-13.123,-3.0176,bullish,bearish,bearish,2746.5601,2882.23,2386.1299,2663.6799,ok
25,https://www.cnbc.com/2020/03/11/futures-are-steady-wednesday-night-after-dow-closes-in-bear-market-traders-await-trump.html,^GSPC,S&P 500,caidas COVID-19,2020-03-11,bearish,-9.5113,-12.5222,0.3137,bearish,bearish,neutral,2741.3799,2480.6399,2398.1001,2749.98,ok
26,https://finance.yahoo.com/news/stock-market-news-live-march-12-013620137.html,^GSPC,S&P 500,caidas COVID-19,2020-03-12,bearish,9.2871,-2.8722,12.4637,bullish,bearish,bullish,2480.6399,2711.02,2409.3899,2789.8201,ok
27,https://www.cnbc.com/2020/03/17/stock-futures-fall-slightly-after-market-rebounds-on-hopes-for-1-trillion-stimulus.html,^GSPC,S&P 500,caidas COVID-19,2020-03-17,bearish,-5.1831,-3.2366,10.0495,bearish,bearish,bullish,2529.1899,2398.1001,2447.3301,2783.3601,ok
28,https://www.cnbc.com/2020/02/25/coronavirus-wipes-out-1point7-trillion-in-us-stock-market-value-in-two-days.html,^GSPC,S&P 500,caidas COVID-19,2020-02-25,bearish,-0.3779,-3.9908,-21.7658,neutral,bearish,bearish,3128.21,3116.3899,3003.3701,2447.3301,ok
29,https://www.cnbc.com/2020/03/22/breaking-down-this-sell-off-among-the-most-extreme-and-rare-wall-street-has-ever-seen.html,^GSPC,S&P 500,caidas COVID-19,2020-03-22,bearish,9.3828,17.3974,22.3098,bullish,bullish,bullish,2237.3999,2447.3301,2626.6499,2736.5601,ok
30,https://www.cnbc.com/2020/03/12/stock-market-today-live.html,^GSPC,S&P 500,caidas COVID-19,2020-03-12,bearish,9.2871,-2.8722,12.4637,bullish,bearish,bullish,2480.6399,2711.02,2409.3899,2789.8201,ok
31,https://finance.yahoo.com/news/fed-intervened-prevent-financial-crisis-112813149.html,^GSPC,S&P 500,caidas COVID-19,2020-03-15,bearish,5.9955,-6.2331,19.2752,bullish,bearish,bullish,2386.1299,2529.1899,2237.3999,2846.0601,ok
32,https://www.cnbc.com/2020/03/15/this-is-a-wounded-fragile-stock-market-raging-for-a-proper-policy-response.html,^GSPC,S&P 500,caidas COVID-19,2020-03-16,bearish,5.9955,-6.2331,19.2752,bullish,bearish,bullish,2386.1299,2529.1899,2237.3999,2846.0601,ok
33,https://www.cnbc.com/2020/03/10/coronavirus-analysts-cut-global-growth-forecasts-as-epidemic-spreads.html,^GSPC,S&P 500,caidas COVID-19,2020-03-10,bearish,-4.8868,-12.2489,-7.7308,bearish,bearish,bearish,2882.23,2741.3799,2529.1899,2659.4099,ok
34,https://www.ft.com/content/3bab76ac-64cd-11ea-a6cd-df28cc3c6a68?syn-25a6b1a6=1,^GSPC,S&P 500,caidas COVID-19,2020-03-13,bearish,-11.9841,-14.9796,1.8668,bearish,bearish,neutral,2711.02,2386.1299,2304.9199,2761.6299,ok
35,https://cincodias.elpais.com/cincodias/2020/02/27/companias/1582807195_815101.html,^GSPC,S&P 500,caidas COVID-19,2020-02-27,bearish,-0.8238,1.5167,-11.7059,neutral,neutral,bearish,2978.76,2954.22,3023.9399,2630.0701,ok
36,https://cincodias.elpais.com/cincodias/2020/03/15/mercados/1584311841_535047.html,^GSPC,S&P 500,caidas COVID-19,2020-03-16,bearish,5.9955,-6.2331,19.2752,bullish,bearish,bullish,2386.1299,2529.1899,2237.3999,2846.0601,ok
37,https://www.elmundo.es/economia/actualidad-economica/2020/03/18/5e70a031fdddff5f1c8b45ec.html,^GSPC,S&P 500,caidas COVID-19,2020-03-18,bearish,0.4708,3.2301,16.7403,neutral,bullish,bullish,2398.1001,2409.3899,2475.5601,2799.55,ok
38,https://www.elconfidencial.com/mercados/2020-03-17/panico-mercados-bancos-centrales-gobiernos-coronavirus_2501695/,^GSPC,S&P 500,caidas COVID-19,2020-03-17,bearish,-5.1831,-3.2366,10.0495,bearish,bearish,bullish,2529.1899,2398.1001,2447.3301,2783.3601,ok
39,https://cincodias.elpais.com/cincodias/2020/03/24/opinion/1585084670_364646.html,^GSPC,S&P 500,caidas COVID-19,2020-03-25,bearish,6.2414,-0.2044,13.0168,bullish,neutral,bullish,2475.5601,2630.0701,2470.5,2797.8,ok
40,https://www.cnbc.com/2022/03/09/stock-market-futures-open-to-close-news.html,^GSPC,S&P 500,caidas inflacion+Ucrania,2022-03-09,bearish,-0.4292,1.8696,4.7517,neutral,neutral,bullish,4277.8799,4259.52,4357.8599,4481.1499,ok
41,https://www.cnbc.com/2022/06/13/sp-500-is-in-official-bear-market-according-to-sp-dow-jones-indices.html,^GSPC,S&P 500,caidas inflacion+Ucrania,2022-06-13,bearish,-0.3774,0.4043,1.3908,neutral,neutral,neutral,3749.6299,3735.48,3764.79,3801.78,ok
42,https://www.cnbc.com/2022/06/09/stock-market-news-open-to-close.html,^GSPC,S&P 500,caidas inflacion+Ucrania,2022-06-09,bearish,-2.911,-8.7373,-4.0666,bearish,bearish,bearish,4017.8201,3900.8601,3666.77,3854.4299,ok
43,https://www.cnbc.com/2022/03/16/-fed-has-aggressive-rate-hike-plan-but-it-could-burn-the-economy-fighting-inflation.html,^GSPC,S&P 500,caidas inflacion+Ucrania,2022-03-16,bearish,1.2348,2.2575,1.2545,neutral,bullish,neutral,4357.8599,4411.6699,4456.2402,4412.5298,ok
44,https://www.cnbc.com/2022/04/21/from-food-to-inflation-the-russia-ukraine-war-has-a-global-impact.html,^GSPC,S&P 500,caidas inflacion+Ucrania,2022-04-21,bearish,-2.774,-2.4162,-11.2178,bearish,bearish,bearish,4393.6602,4271.7798,4287.5,3900.79,ok
45,https://www.cnbc.com/2022/01/27/why-the-stock-market-hates-the-idea-of-rising-interest-rates.html,^GSPC,S&P 500,caidas inflacion+Ucrania,2022-01-27,bearish,2.4348,3.4885,1.3438,bullish,bullish,neutral,4326.5098,4431.8501,4477.4399,4384.6499,ok
46,https://www.barrons.com/articles/the-fed-is-scrambling-to-tame-inflation-while-avoiding-a-recession-51645229935,^GSPC,S&P 500,caidas inflacion+Ucrania,2022-02-19,bearish,-1.8412,0.0348,4.8051,neutral,neutral,bullish,4304.7598,4225.5,4306.2598,4511.6099,ok
47,https://www.expansion.com/mercados/2022/06/13/62a70392468aebc3478b45b4.html,^GSPC,S&P 500,caidas inflacion+Ucrania,2022-06-13,bearish,-0.3774,0.4043,1.3908,neutral,neutral,neutral,3749.6299,3735.48,3764.79,3801.78,ok
48,https://www.elconfidencial.com/mercados/2022-06-13/batacazo-en-wall-street-mientras-el-s-p-500-entra-en-mercado-bajista_3441419/,^GSPC,S&P 500,caidas inflacion+Ucrania,2022-06-13,bearish,-0.3774,0.4043,1.3908,neutral,neutral,neutral,3749.6299,3735.48,3764.79,3801.78,ok
49,https://www.elconfidencial.com/economia/2022-06-15/reserva-federal-mayor-subida-tipos-1994_3442947/,^GSPC,S&P 500,caidas inflacion+Ucrania,2022-06-15,bearish,-3.2512,0.1515,1.9306,bearish,neutral,neutral,3789.99,3666.77,3795.73,3863.1599,ok
50,https://www.elconfidencial.com/mercados/2022-06-18/estanflacion-recesion-crecimiento-bolsas-bce-fed_3443973/,^GSPC,S&P 500,caidas inflacion+Ucrania,2022-06-18,bearish,-0.1302,1.5077,1.7547,neutral,neutral,neutral,3764.79,3759.8899,3821.55,3830.8501,ok
51,https://www.lavanguardia.com/economia/20220611/8331962/miedo-fuertes-alzas-tipos-atajar-inflacion-hunde-bolsas.html,^GSPC,S&P 500,caidas inflacion+Ucrania,2022-06-10,bearish,-3.8768,-5.7941,-2.1036,bearish,bearish,bearish,3900.8601,3749.6299,3674.8401,3818.8,ok
52,https://www.cnbc.com/2009/08/03/sp-closes-above-1000-amid-economic-hopes.html,^GSPC,S&P 500,subidas post-crisis global,2009-08-03,bullish,0.3012,0.4458,1.7943,neutral,neutral,neutral,1002.63,1005.65,1007.1,1020.62,ok
53,https://www.cnbc.com/2009/03/18/stocks-rally-on-fed-plan-to-buy-us-debt.html,^GSPC,S&P 500,subidas post-crisis global,2009-03-18,bullish,-1.2979,2.4586,8.9318,neutral,bullish,bullish,794.35,784.04,813.88,865.3,ok
54,https://www.cnbc.com/2009/05/08/after-the-financial-stress-tests-relief-but-still-some-uncertainty.html,^GSPC,S&P 500,subidas post-crisis global,2009-05-08,bullish,-2.1512,-4.988,1.0665,bearish,bearish,neutral,929.23,909.24,882.88,939.14,ok
55,https://www.cnbc.com/2009/03/23/dow-rallies-nearly-7-on-treasury-plan.html,^GSPC,S&P 500,subidas post-crisis global,2009-03-23,bullish,-2.0415,-4.3005,3.3004,bearish,bearish,bullish,822.92,806.12,787.53,850.08,ok
56,https://www.cnbc.com/2009/03/23/for-stocks-treasury-plan-may-be-a-gamechanger.html,^GSPC,S&P 500,subidas post-crisis global,2009-03-23,bullish,-2.0415,-4.3005,3.3004,bearish,bearish,bullish,822.92,806.12,787.53,850.08,ok
57,https://www.cnbc.com/2009/03/19/biggest-gainers-from-sp-rally.html,^GSPC,S&P 500,subidas post-crisis global,2009-03-19,bullish,-1.9769,6.2267,10.9127,neutral,bullish,bullish,784.04,768.54,832.86,869.6,ok
58,https://www.cnbc.com/2009/08/31/bank-bailout-turning-out-to-be-a-good-investment-for-the-us.html,^GSPC,S&P 500,subidas post-crisis global,2009-08-31,bullish,-2.2124,0.4674,3.9182,bearish,neutral,bullish,1020.62,998.04,1025.39,1060.61,ok
59,https://www.cnbc.com/2009/03/17/stocks-barrel-higher-as-techs-rally.html,^GSPC,S&P 500,subidas post-crisis global,2009-03-17,bullish,2.0858,3.5984,9.5024,bullish,bullish,bullish,778.12,794.35,806.12,852.06,ok
60,https://www.cnbc.com/2009/12/07/government-slashes-estimate-of-bailout-cost.html,^GSPC,S&P 500,subidas post-crisis global,2009-12-07,bullish,-1.0252,0.9844,3.0718,neutral,neutral,bullish,1103.25,1091.9399,1114.11,1137.14,ok
61,https://www.cnbc.com/2009/12/09/bailout-watchdog-crisis-response-worked-somewhat.html,^GSPC,S&P 500,subidas post-crisis global,2009-12-09,bullish,0.584,1.2072,4.4737,neutral,neutral,bullish,1095.95,1102.35,1109.1801,1144.98,ok
62,https://www.cnbc.com/2009/09/01/anatomy-of-a-crisis-key-data-points-then-and-now.html,^GSPC,S&P 500,subidas post-crisis global,2009-09-01,bullish,-0.3296,3.5399,5.9156,neutral,bullish,bullish,998.04,994.75,1033.37,1057.08,ok
63,https://www.cnbc.com/2009/11/12/aig-symbol-of-wall-st-crisis-sees-its-stock-zoom-back.html,^GSPC,S&P 500,subidas post-crisis global,2009-11-12,bullish,0.5739,0.7045,1.7632,neutral,neutral,neutral,1087.24,1093.48,1094.9,1106.41,ok
64,https://www.cnbc.com/2010/03/11/us-household-wealth-rises-helped-by-stock-rebound.html,^GSPC,S&P 500,subidas post-crisis global,2010-03-11,bullish,-0.0217,1.3554,3.8366,neutral,neutral,bullish,1150.24,1149.99,1165.83,1194.37,ok
65,https://www.cnbc.com/2009/09/12/lehman-had-to-die-so-global-finance-could-live.html,^GSPC,S&P 500,subidas post-crisis global,2009-09-12,bullish,0.3135,1.46,2.5587,neutral,neutral,bullish,1049.34,1052.63,1064.66,1076.1899,ok
66,https://www.cnbc.com/2009/08/06/despite-bailouts-business-as-usual-at-goldman.html,^GSPC,S&P 500,subidas post-crisis global,2009-08-06,bullish,1.3439,1.5696,0.6178,neutral,neutral,neutral,997.08,1010.48,1012.73,1003.24,ok
67,https://www.cnbc.com/2009/11/24/8-stocks-that-could-gain-with-rising-gdp.html,^GSPC,S&P 500,subidas post-crisis global,2009-11-24,bullish,0.4504,0.3247,1.3512,neutral,neutral,neutral,1105.65,1110.63,1109.24,1120.59,ok
68,https://www.cnbc.com/id/33010116,^GSPC,S&P 500,subidas post-crisis global,2009-09-29,bullish,-0.3328,-0.5553,0.264,neutral,neutral,neutral,1060.61,1057.08,1054.72,1063.41,ok
69,https://www.cnbc.com/2009/07/27/bernanke-had-to-hold-my-nose-over-bailouts.html,^GSPC,S&P 500,subidas post-crisis global,2009-07-27,bullish,0.0,2.818,5.1705,neutral,bullish,bullish,975.15,975.15,1002.63,1025.5699,ok
70,https://www.cnbc.com/2010/02/17/markets-likely-rebounding-to-recovery-highs-sps-stovall.html,^GSPC,S&P 500,subidas post-crisis global,2010-02-17,bullish,0.6585,0.5211,6.0663,neutral,neutral,bullish,1099.51,1106.75,1105.24,1166.21,ok
71,https://www.cnbc.com/2010/04/29/dow-up-over-100-as-debt-fears-ease.html,^GSPC,S&P 500,subidas post-crisis global,2010-04-29,bullish,-1.6648,-6.5157,-8.5948,neutral,bearish,bearish,1206.78,1186.6899,1128.15,1103.0601,ok
72,https://cincodias.elpais.com/cincodias/2009/03/19/mercados/1237560432_850215.html,^GSPC,S&P 500,subidas post-crisis global,2009-03-18,bullish,-1.2979,2.4586,8.9318,neutral,bullish,bullish,794.35,784.04,813.88,865.3,ok
73,https://www.expansion.com/2009/03/19/financialtimes/1237465972.html,^GSPC,S&P 500,subidas post-crisis global,2009-03-19,bullish,-1.9769,6.2267,10.9127,neutral,bullish,bullish,784.04,768.54,832.86,869.6,ok
74,http://www.elmundo.es/mundodinero/2009/03/23/economia/1237840314.html,^GSPC,S&P 500,subidas post-crisis global,2009-03-23,bullish,-2.0415,-4.3005,3.3004,bearish,bearish,bullish,822.92,806.12,787.53,850.08,ok
75,https://www.expansion.com/2009/03/23/inversion/1237826499.html,^GSPC,S&P 500,subidas post-crisis global,2009-03-23,bullish,-2.0415,-4.3005,3.3004,bearish,bearish,bullish,822.92,806.12,787.53,850.08,ok
76,https://cincodias.elpais.com/cincodias/2009/08/20/mercados/1250983606_850215.html,^GSPC,S&P 500,subidas post-crisis global,2009-08-20,bullish,1.8623,2.3437,6.0484,neutral,bullish,bullish,1007.37,1026.13,1030.98,1068.3,ok
77,https://www.cnbc.com/2020/08/15/the-2020-comeback-to-record-highs-resembles-storied-market-revivals-of-the-past.html,^GSPC,S&P 500,subidas estimulos COVID-19,2020-08-15,bullish,0.2303,1.4574,0.568,neutral,neutral,neutral,3381.99,3389.78,3431.28,3401.2,ok
78,https://www.cnbc.com/2020/08/29/market-posts-one-of-the-strongest-july-august-rallies-in-history-as-hazard-after-hazard-melts-away.html,^GSPC,S&P 500,subidas estimulos COVID-19,2020-08-29,bullish,0.7525,-4.813,-4.7093,neutral,bearish,bearish,3500.3101,3526.6499,3331.8401,3335.47,ok
79,https://www.cnbc.com/2020/08/18/stock-market-today-live.html,^GSPC,S&P 500,subidas estimulos COVID-19,2020-08-18,bullish,-0.4404,1.5883,-0.1266,neutral,neutral,neutral,3389.78,3374.8501,3443.6201,3385.49,ok
80,https://www.cnbc.com/2020/04/11/the-sp-500-has-rebounded-25percent-in-less-than-three-weeks-heres-whats-going-on.html,^GSPC,S&P 500,subidas estimulos COVID-19,2020-04-11,bullish,3.0573,2.228,6.1036,bullish,bullish,bullish,2761.6299,2846.0601,2823.1599,2930.1899,ok
81,https://www.cnbc.com/2020/06/13/top-investors-cite-historic-policy-after-markets-return.html,^GSPC,S&P 500,subidas estimulos COVID-19,2020-06-13,bullish,1.8962,1.6719,4.2696,neutral,neutral,bullish,3066.5901,3124.74,3117.8601,3197.52,ok
82,https://www.cnbc.com/2020/07/10/big-tech-went-from-growth-stocks-to-wall-streets-treasury-bond-substitute-during-the-coronavirus.html,^GSPC,S&P 500,subidas estimulos COVID-19,2020-07-10,bullish,-0.9363,1.2461,5.2194,neutral,neutral,bullish,3185.04,3155.22,3224.73,3351.28,ok
83,https://www.cnbc.com/2020/08/28/sp-500-heads-for-best-august-since-1986-as-stunning-summer-rally-continues.html,^GSPC,S&P 500,subidas estimulos COVID-19,2020-08-28,bullish,-0.2195,-2.3104,-4.4587,neutral,bearish,bearish,3508.01,3500.3101,3426.96,3351.6001,ok
84,https://finance.yahoo.com/news/stock-markets-rally-fueled-by-microsoft-apple-amazon-alphabet-facebook-171702690.html,^GSPC,S&P 500,subidas estimulos COVID-19,2020-04-17,bullish,-1.7881,-1.3157,-0.3778,neutral,neutral,neutral,2874.5601,2823.1599,2836.74,2863.7,ok
85,https://www.cnbc.com/2020/05/22/central-banks-are-creating-fake-markets-bank-of-america-strategists-say.html,^GSPC,S&P 500,subidas estimulos COVID-19,2020-05-22,bullish,1.2289,3.3931,5.4953,neutral,bullish,bullish,2955.45,2991.77,3055.73,3117.8601,ok
86,https://finance.yahoo.com/news/stock-market-news-live-june-30-2020-221903237.html,^GSPC,S&P 500,subidas estimulos COVID-19,2020-06-30,bullish,0.5022,2.2466,5.1011,neutral,bullish,bullish,3100.29,3115.8601,3169.9399,3258.4399,ok
87,https://www.cnbc.com/2020/04/09/fed-fires-an-even-bigger-bazooka-expands-its-shopping-list-to-include-junk-bonds.html,^GSPC,S&P 500,subidas estimulos COVID-19,2020-04-09,bullish,-1.0105,3.0375,5.0175,neutral,bullish,bullish,2789.8201,2761.6299,2874.5601,2929.8,ok
88,https://www.cnbc.com/2020/08/01/investors-got-it-right-piling-into-big-tech-but-might-need-new-catalysts-to-power-stocks-in-august.html,^GSPC,S&P 500,subidas estimulos COVID-19,2020-08-01,bullish,0.3612,1.999,6.2435,neutral,neutral,bullish,3294.6101,3306.51,3360.47,3500.3101,ok
89,https://www.cnbc.com/2020/04/09/federal-reserve-makes-an-unprecedented-move-stocks-rally.html,^GSPC,S&P 500,subidas estimulos COVID-19,2020-04-09,bullish,-1.0105,3.0375,5.0175,neutral,bullish,bullish,2789.8201,2761.6299,2874.5601,2929.8,ok
90,https://www.cnbc.com/2020/06/19/the-stock-market-may-be-pricey-but-its-nothing-like-the-genuine-market-bubbles-of-the-past.html,^GSPC,S&P 500,subidas estimulos COVID-19,2020-06-20,bullish,0.4307,-2.0726,4.4723,neutral,bearish,bullish,3117.8601,3131.29,3053.24,3257.3,ok
91,https://www.cnbc.com/2020/04/26/qe4ever-to-drive-stocks-to-new-records-post-coronavirus-ed-yardeni.html,^GSPC,S&P 500,subidas estimulos COVID-19,2020-04-26,bullish,-0.5242,-1.2416,3.9358,neutral,neutral,bullish,2878.48,2863.3899,2842.74,2991.77,ok
92,https://finance.yahoo.com/news/wall-street-futures-rise-home-105501033.html,^GSPC,S&P 500,subidas estimulos COVID-19,2020-08-18,bullish,-0.4404,1.5883,-0.1266,neutral,neutral,neutral,3389.78,3374.8501,3443.6201,3385.49,ok
93,https://www.cnbc.com/2020/06/10/stock-market-today-live.html,^GSPC,S&P 500,subidas estimulos COVID-19,2020-06-10,bullish,-5.8944,-2.4027,-1.194,bearish,bearish,neutral,3190.1399,3002.1001,3113.49,3152.05,ok
94,https://www.cnbc.com/2020/04/20/after-a-crazy-12-months-the-sp-500-is-about-back-to-where-it-started.html,^GSPC,S&P 500,subidas estimulos COVID-19,2020-04-20,bullish,-3.0675,1.9595,4.6313,bearish,neutral,bullish,2823.1599,2736.5601,2878.48,2953.9099,ok
95,https://www.cnbc.com/2020/06/03/stock-market-futures-open-to-close-news.html,^GSPC,S&P 500,subidas estimulos COVID-19,2020-06-03,bullish,-0.3369,2.1541,-0.2245,neutral,bullish,neutral,3122.8701,3112.3501,3190.1399,3115.8601,ok
96,https://www.cnbc.com/2020/05/18/the-sp-500-is-up-3percent-over-the-past-12-months-as-the-markets-resilience-continues-to-mystify-many.html,^GSPC,S&P 500,subidas estimulos COVID-19,2020-05-18,bullish,-1.0484,1.2817,5.7832,neutral,neutral,bullish,2953.9099,2922.9399,2991.77,3124.74,ok
97,https://www.elconfidencial.com/mercados/the-wall-street-journal/2020-08-20/motvos-justificados-excepcionalidad-estadounidense-stocks_2719527/,^GSPC,S&P 500,subidas estimulos COVID-19,2020-08-20,bullish,0.3441,2.9254,-1.9507,neutral,bullish,neutral,3385.51,3397.1599,3484.55,3319.47,ok
98,https://www.elconfidencial.com/mercados/2020-06-08/wall-street-ano-coronavirus-s-p-500-positivo_2629811/,^GSPC,S&P 500,subidas estimulos COVID-19,2020-06-08,bullish,-0.7799,-5.1293,-2.6937,neutral,bearish,bearish,3232.3899,3207.1799,3066.5901,3145.3201,ok
99,https://cincodias.elpais.com/cincodias/2020/05/15/mercados/1589557344_972250.html,^GSPC,S&P 500,subidas estimulos COVID-19,2020-05-16,bullish,-1.0484,1.2817,5.7832,neutral,neutral,bullish,2953.9099,2922.9399,2991.77,3124.74,ok
100,https://www.expansion.com/mercados/2020/08/19/5f3c55b0e5fdea8c1b8b4599.html,^GSPC,S&P 500,subidas estimulos COVID-19,2020-08-18,bullish,-0.4404,1.5883,-0.1266,neutral,neutral,neutral,3389.78,3374.8501,3443.6201,3385.49,ok
101,https://www.expansion.com/mercados/2020/08/29/5f4a1708468aebe11e8b45e2.html,^GSPC,S&P 500,subidas estimulos COVID-19,2020-08-29,bullish,0.7525,-4.813,-4.7093,neutral,bearish,bearish,3500.3101,3526.6499,3331.8401,3335.47,ok
